dish,dish-href,more,more-href,description
"Kakara Kaya Vepudu – Bitter Gourd Stir fry","http://www.sailusfood.com/2008/09/15/kakara-kaya-vepudu-bitter-gourd-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/","As a child, just hearing the word ‘Kakarakaya’ aka ‘bittergourd’ from my mother would keep me away from the day’s meal. It was only as a young teenager that I began to start liking it ever since I tasted a bittergourd stir fry with toasted cashewnuts at a cousin’s wedding. I would never have tasted it had I known it was bittergourd. It didn’t look like bittergourd that I disliked but with pleasing looks, an appetite-pleasing vegetable stir fry, cashewnuts and all. When told it was kakarakaya vepudu, with disbelief writ on my face, I asked for a second helping. My love for this knobbly, bitter-tasting vegetable grew leaps and bounds since then."
"Vegetable Sevai","http://www.sailusfood.com/2011/04/06/vegetable-sevai/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","1 Boil 4 cups of water and add the rice sevai along with 1/4 tsp salt and 1 tsp oil. Once the sevai is cooked (it should be just soft and not mushy), turn off heat, pour into a colander to drain completely and and keep aside. The sevai cooks fast so watch out while its boiling.

2 Heat oil and ghee in a cooking vessel, add the mustard seeds and let them splutter. Add the black gram and curry leaves and saute them till the dal turns slightly brown and a nice aroma emanates the kitchen. Add the asafoetida and mix.

3 Add the sliced onions, green chillis and ginger and saute for 4 mts. Add the parboiled vegetables and green peas. Cook for 4 mts.

4 Add the chopped tomatoes and saute on medium heat for 4 mts.

5 Now, add the cooked sevai and and mix it lightly and see that no lumps form. Garnish with coriander leaves. Turn off heat.

6 Serve hot with chutney or pickle of your choice."
"Crispy Karela","http://www.sailusfood.com/2009/09/23/crispy-karela/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Main Ingredients:
	 ridge gourd  jaggery"
"Vegetable Patties Recipe – Vegetable Burger","http://www.sailusfood.com/2005/11/30/vegetable-pattis-recipe-vegetable-burger/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","Main Ingredients:
	 potato  carrot  cheese"
"Attukula Attu (Poha Dosa) – Tomato Chutney","http://www.sailusfood.com/2008/05/20/attukula-attu-poha-dosa-tomato-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Rice, rice flakes (poha/attukulu) and fenugreek seeds are soaked in sour buttermilk overnight and ground to a smooth paste, the next morning. Unlike the masala dosa, here the dosa batter is not made into a large concentric circle on the tava. Ladleful of batter is poured on a hot tava to spread on its own, covered with lid and cooked to a soft and spongy texture."
"Corn Chips with Salsa & Sour Cream","http://www.sailusfood.com/2007/03/14/corn-chips-with-salsa-sour-cream/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","1 Take a bowl, add the cream, chilli flakes, dried parsley, salt and combine well. Blend the mixture slowly till it form a smooth consistency.

1 Now slowly add the lemon juice and keep blending smoothly and you will find that the cream will begin to thicken. Add lemon juice till it reaches a sour stage.

1 Add the chopped parsley and chill. Serve chilled sour cream with nachos, tacos, quesadillas or mexican rice.



Read more about sour cream."
"Chepa Vepudu (Fish Fry)","http://www.sailusfood.com/2006/01/02/new-year%c2%b4s-dinner-recipe-photo-swap-chepa-vepudu-fish-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Flip over the fried fish and let them cook and brown on the other side. Cook for 8-10 minutes."
"Tri-Colored Paneer Kebabs","http://www.sailusfood.com/2006/04/11/tri-colored-paneer-kebabs/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Marinate the paneer pieces in the above marinade for 2 hours in the refrigerator."
"How To ~ Make Ginger Garlic Paste","http://www.sailusfood.com/2009/02/24/how-to-make-ginger-garlic-paste/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","How to articles:

How to make butter and ghee – photo tutorial

How to make rava dosa – photo tutorial"
"Mirchi Khatta Masala – Tangy Green Chillis Curry","http://www.sailusfood.com/2005/12/13/mirchi-khatta-masala-tangy-green-chillis-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Long green chilli peppers are large, mild chillis and are generally used to cook Mirchi Ka Salan (Hyderabadi dish), stuffed bajjis, pakoras and other gravy dishes. They can be chopped, ground into a paste, slit, and de-seeded, or an entire chilli can be used in the dish."
"Spaghetti In Tomato-Yogurt Sauce","http://www.sailusfood.com/2007/08/06/spaghetti-in-tomato-yogurt-sauce/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","Main Ingredients:
	 spaghetti"
"Kaccha Kheema Kofta Curry – Meat Balls Curry","http://www.sailusfood.com/2006/08/18/kaccha-kheema-kofta-curry-meat-balls-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Kaccha Kheema Kofta curry is prepared with minced meat or kheema that is blended with herbs like coriander and fresh mint leaves, Indian spices and made into small lemon sized balls which are cooked in a paste of fried onions, poppy seeds and dried coconut."
"Indian Food Trail ~ Khandeshi Cuisine","http://www.sailusfood.com/2012/11/29/indian-food-khandeshi-recipes/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Thank you Sailu for giving me opportunity to write for such a popular traditional thali series, Indian food trail."
"Chilli Baby Corn","http://www.sailusfood.com/2010/07/07/chilli-baby-corn/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/20/",""
"Corn Chips with Salsa & Sour Cream","http://www.sailusfood.com/2007/03/14/corn-chips-with-salsa-sour-cream/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","Read more about corn chips."
"Indian Food Trail – Traditional Maharashtrian Veg & Non-Veg Thalis (Guest Post by Meera)","http://www.sailusfood.com/2008/09/18/indian-food-trail-traditional-maharashtrian-veg-non-veg-thalis-guest-post-by-meera/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","There may be another variety of spicy rice dishes like Masale bhat. There could be two three types of chutneys typically a green chutney and panchamrit – a tamarind/jaggery & nuts based chutney. Koshimbeer – raw salads generally paired with roasted peanut powder (daanyache koot) and flavored with either lemon juice or a plain yogurt based koshimbeer. Mattha – a spiced buttermilk is always served with such an elaborate meal along with a variety of sweets like jalebi, shrikhand, modak, puranpoli etc. There could also be some fried crispies like bhuji (fritters), kothimbeer vadi or papad or saandge & Kurdaya."
"Bendakaya Pulusu – Okra in tamarind gravy","http://www.sailusfood.com/2008/09/29/bendakaya-pulusu-okra-in-tamarind-gravy/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","Method for making Bendakaya Pulusu
			
																						Heat oil in a pan. Add mustard seeds and let them pop, add methi and curry leaves toss for a half a minute till the flavors come out and take care not to burn them.

				
																							Add the chopped onions and green chillis and saute for a minute. Add the okra pieces and salt and combine. Cook on medium flame for 12-14 mts or till the onions and okra are lightly browned.

				
																							Add chilli pwd, coriander pwd, turmeric pwd and salt and combine well. Add the chopped tomatoes and cook further for another 4-5 mts.

				
																							Add the grated jaggery and tamarind pulp along with approx three cups of water. Bring to a boil and reduce flame and cover with lid. Let it cook for 8-10 mts till the gravy thickens slightly. Remember, 'pulusu' is a gravy dish and should be of a slightly watery consistency.

				
																							Once cooked, garnish with coriander leaves and serve hot with steamed rice."
"Thotakoora (Chauli) Vepudu – Amaranth leaves stir fry","http://www.sailusfood.com/2008/03/19/thotakoora-chauli-vepudu-amaranth-leaves-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Method for making Thotakoora Vepudu
			
																						Boil the chopped amaranth leaves in just enough water (half a cup of water, approx) for 8-10 mts. Drain the left over water and use it to prepare chapati dough.

				
																							Heat oil, add the mustard seeds and once they splutter, add the cumin seeds, split gram dal, red chillis, curry leaves and saute for half a minute. Add asafoetida and stir for 2-3 seconds.

				
																							Add the onions and saute till transparent. Add salt and turmeric pwd and saute further for a minute. Add the ground paste and stir fry for 5-6 mts.

				
																							Add the boiled amaranth leaves and saute for 12-15 mts (without lid) or till done. Serve hot with rice."
"Aloo Methi Tamatar Subzi","http://www.sailusfood.com/2008/11/12/aloo-methi-tamatar-subzi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","1 Add big pinch salt + big pinch sugar to the methi leaves and let it rest for a few mts. Squeeze excess water from methi and keep aside.

2 Heat ghee or oil in a vessel, add the grated ginger, asafoetida, coriander pwd, turmeric pwd, red chilli pwd and a tbsp of water and saute for a few seconds. Add the chopped tomatoes and cook till soft. Add salt and combine.

3 Add the boiled potatoes and combine. Place lid and cook for 6-7 mts. Add the methi leaves and combine. Cook till the leaves wilt. (This is a dry saute dish)

4 Add garam masala pwd and combine well. Turn off heat and serve hot with rotis/paranthas or hot rice."
"How to make Naan (without yeast)","http://www.sailusfood.com/2010/02/22/how-to-make-naan-without-yeast/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/",""
"Mirchi Bhaji ~ Stuffed Green Peppers","http://www.sailusfood.com/2005/12/07/mirchi-bajji-stuffed-green-peppers/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","Wash and dry the green peppers. Take a pepper, make a slit lengthwise in the middle, keeping the ends intact. Scoop out the seeds with a knife or spoon leaving the insides clean for the stuffing."
"Idiyappam with Egg Curry","http://www.sailusfood.com/2012/11/16/idiyappam-recipe-healthy-breakfast/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Kerala food is healthy, quick to make with minimal ingredients, at least a majority of traditional food that I have learnt to make. One such Kerala style dish for breakfast is Idiyappam aka String Hoppers. It is also served during dinner time and is made with roasted rice flour, ghee or oil and grated coconut. Idiyappam is usually served with a variety of side dishes like peas curry, vegetable kurma, chicken stew, egg or chicken curry. Another popular way to serve Idiyappam is with a dollop of ghee, grated coconut and sugar or with sweetened coconut milk. This combination is popular among children."
"Chocolate Nankhatai","http://www.sailusfood.com/2010/08/13/chocolate-nankhatai/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","1 Sieve maida and baking soda.

2 Blend the sugar, ghee, vanilla essence and yogurt till smooth. Its important you really combine well. Add the sieved ingredients and semolina to the sugar-ghee mixture. The dough should be kneaded well for at least 7-8 mts. If the dough is not stiff enough to roll out into balls, add a few tbsps of cold milk and chill for a few minutes. Divide into two parts.

3 Take one part of the dough and add cocoa pwd and knead till its well combined, add a little milk if required. Make small balls of this dough. Keep aside.

4 Pinch dough of the remaining dough and shape into small balls and roll each of them it into a thick cylindrical shape (snake shape).

5 Now place a cocoa flavored ball on the surface. Along the edges of this cocoa colored ball, roll the cylindrical shaped white dough and gently flatten.

6 Garnish with almonds or pista or cashews on top of each flattened ball by slightly pressing into the dough. Place on a greased tray with enough space between each ball as they spread out. Pre heat oven for 15 mts, bake at 180 C for about 20-22 mts. Once baked, the cookie will feel soft on touch. Remove from oven and cool and the cookies will harden.

7 Cool on a wire rack and store in airtight container."
"Basic Eggless Cake (Using Curd)","http://www.sailusfood.com/2010/06/15/basic-eggless-cake-using-curd/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Bhel Puri","http://www.sailusfood.com/2010/03/18/bhel-puri/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/","Main Ingredients:
	 puffed rice  potato  peanuts"
"Lettuce Salad with Roasted Bell Peppers","http://www.sailusfood.com/2011/09/26/lettuce-salad-with-roasted-bell-peppers/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/","I used what I had in the fridge to make myself a light and filling salad. I like the smoky flavor of roasted bell peppers and they make a great addition to today’s lettuce salad. Avocado provides the healthy fat and pomegranate is rich is antioxidants."
"Panakam,Panaka – Traditional Indian Drink (Summer Cooler)","http://www.sailusfood.com/2006/04/07/panakampanaka-traditional-indian-drink-summer-cooler/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Method for making Panakam,Panaka – Traditional Indian Drink (Summer Cooler)
			
																						Mix the grated jaggery in water and let it dissolve completely. Filter the jaggery water. Add dried ginger powder, crushed cardamom and crushed pepper. Mix well and serve it at room temperature or chilled.

				
																							Sometimes during the hot season I serve this traditional Indian drink as a summer cooler or a welcome drink to quench the thirst and its cooling properties helps to cool our system too. This age-old simple recipe has the luxury of the cardamom flavor,the sharp heat of the pepper and ginger pwd blending with the sweet flavor of jaggery water which is so refreshing that you can have 2-3 glasses at one go and still be asking for more."
